fsn,title,category,tier,color,pattern,image_url,image_urls,usps,callouts,hero
TSHHGYAGKXZDA2YF,VeBNoR Men Colorblock Polo Neck Polyester Brown T-Shirt,t-shirt,basic,brown,colorblock,https://rukminim2.flixcart.com/image/832/1248/xif0q/t-shirt/0/z/5/s-ts150-vebnor-original-imahmarffgnpaqfk.jpeg,,Colorblock design;Polo neck;Easy-care polyester,Colorblock design;Polo neck,false
